index,features,weights,run_id,tool
792,pr_firstorder_MeanAbsoluteDeviation_6.0265 <= 0.00,0.6910282239366674,1702066597700,LIME
792,pr_firstorder_MeanAbsoluteDeviation_5.5755 <= 0.00,0.5550287607033888,1702066597700,LIME
792,age_75 <= 0.00,0.40320093791265776,1702066597700,LIME
792,age_74 <= 0.00,0.3230349575990832,1702066597700,LIME
792,age_67 <= 0.00,0.2640820928757631,1702066597700,LIME
792,pr_firstorder_MeanAbsoluteDeviation_5.5566 <= 0.00,0.017155503121284204,1702066597700,LIME
792,0.00 < an_pleural_effusion_0.0 <= 1.00,0.013016273381147333,1702066597700,LIME
792,pr_firstorder_MeanAbsoluteDeviation_5.476 <= 0.00,-0.002691766632400949,1702066597700,LIME
792,pr_firstorder_MeanAbsoluteDeviation_5.2309 <= 0.00,0.0024362472111201963,1702066597700,LIME
511,pr_firstorder_MeanAbsoluteDeviation_6.0265 <= 0.00,0.7333475844521544,1702066597700,LIME
511,age_84 <= 0.00,0.6965737217113167,1702066597700,LIME
511,pr_firstorder_MeanAbsoluteDeviation_5.5755 <= 0.00,0.5237840765053595,1702066597700,LIME
511,age_75 <= 0.00,0.3829515150295611,1702066597700,LIME
511,age_74 <= 0.00,0.3481750078703496,1702066597700,LIME
511,age_67 <= 0.00,0.27091786971574006,1702066597700,LIME
511,an_pleural_effusion_0.0 <= 0.00,-0.012214114865327858,1702066597700,LIME
511,age_54 <= 0.00,0.004423831237273785,1702066597700,LIME
511,pr_firstorder_MeanAbsoluteDeviation_5.2309 <= 0.00,0.001682543415059665,1702066597700,LIME
511,pr_firstorder_MeanAbsoluteDeviation_5.5566 <= 0.00,0.0005119074383884921,1702066597700,LIME
13,pr_firstorder_MeanAbsoluteDeviation_6.0265 <= 0.00,0.754547021742307,1702066597700,LIME
13,age_84 <= 0.00,0.6903351094227429,1702066597700,LIME
13,pr_firstorder_MeanAbsoluteDeviation_5.5755 <= 0.00,0.6877896988659511,1702066597700,LIME
13,age_75 <= 0.00,0.36824353764724077,1702066597700,LIME
13,age_74 <= 0.00,0.29492199646394995,1702066597700,LIME
13,age_67 <= 0.00,0.19790284991416485,1702066597700,LIME
13,0.00 < an_pleural_effusion_0.0 <= 1.00,0.011301024200673158,1702066597700,LIME
13,age_54 <= 0.00,-0.008129777777126307,1702066597700,LIME
13,pr_firstorder_MeanAbsoluteDeviation_5.5566 <= 0.00,-0.0022475309233363056,1702066597700,LIME
13,pr_firstorder_MeanAbsoluteDeviation_5.476 <= 0.00,0.0013185526511081346,1702066597700,LIME
280,pr_firstorder_MeanAbsoluteDeviation_6.0265 <= 0.00,0.7214382476488284,1702066597700,LIME
280,age_84 <= 0.00,0.7179838465669951,1702066597700,LIME
280,pr_firstorder_MeanAbsoluteDeviation_5.5755 <= 0.00,0.6876159156954574,1702066597700,LIME
280,age_75 <= 0.00,0.40570367675252667,1702066597700,LIME
280,age_74 <= 0.00,0.3701568274903705,1702066597700,LIME
280,age_67 <= 0.00,0.23883154327834147,1702066597700,LIME
280,pr_firstorder_MeanAbsoluteDeviation_5.476 <= 0.00,0.04571802235107614,1702066597700,LIME
280,pr_firstorder_MeanAbsoluteDeviation_5.5566 <= 0.00,-0.017395963975344524,1702066597700,LIME
280,0.00 < an_pleural_effusion_0.0 <= 1.00,0.014289382603846665,1702066597700,LIME
280,an_pleural_effusion_1.0 <= 0.00,0.0028969956578662887,1702066597700,LIME
964,age_84 <= 0.00,0.6801479951253309,1702066597700,LIME
964,pr_firstorder_MeanAbsoluteDeviation_6.0265 <= 0.00,0.6524604947700289,1702066597700,LIME
964,pr_firstorder_MeanAbsoluteDeviation_5.5755 <= 0.00,0.6342322862155925,1702066597700,LIME
964,age_75 <= 0.00,0.42479621717499416,1702066597700,LIME
964,age_74 <= 0.00,0.41949275678587317,1702066597700,LIME
964,age_67 <= 0.00,0.2382062954194359,1702066597700,LIME
964,an_pleural_effusion_0.0 <= 0.00,-0.016076913119917192,1702066597700,LIME
964,age_54 <= 0.00,-0.005744032927472961,1702066597700,LIME
964,pr_firstorder_MeanAbsoluteDeviation_5.476 <= 0.00,0.003840331934023603,1702066597700,LIME
964,pr_firstorder_MeanAbsoluteDeviation_5.2309 <= 0.00,0.002035412789484954,1702066597700,LIME
97,pr_firstorder_MeanAbsoluteDeviation_6.0265 <= 0.00,0.7374461277164586,1702066597700,LIME
97,age_84 <= 0.00,0.6463612771494005,1702066597700,LIME
97,pr_firstorder_MeanAbsoluteDeviation_5.5755 <= 0.00,0.6183754777191665,1702066597700,LIME
97,age_75 <= 0.00,0.40953003275906974,1702066597700,LIME
97,age_74 <= 0.00,0.33698377796168566,1702066597700,LIME
97,age_67 <= 0.00,0.23173764988774223,1702066597700,LIME
97,an_pleural_effusion_0.0 <= 0.00,-0.011983299365554203,1702066597700,LIME
97,age_54 <= 0.00,-0.006315872464617394,1702066597700,LIME
97,an_pleural_effusion_1.0 <= 0.00,0.0015910254266653231,1702066597700,LIME
97,pr_firstorder_MeanAbsoluteDeviation_5.476 <= 0.00,0.0007574793211437731,1702066597700,LIME
418,pr_firstorder_MeanAbsoluteDeviation_6.0265 <= 0.00,0.7485735177125262,1702066597700,LIME
418,pr_firstorder_MeanAbsoluteDeviation_5.5755 <= 0.00,0.692406833183511,1702066597700,LIME
418,age_84 <= 0.00,0.671622182322987,1702066597700,LIME
418,age_75 <= 0.00,0.35696626815911364,1702066597700,LIME
418,age_74 <= 0.00,0.34518597185112787,1702066597700,LIME
418,age_67 <= 0.00,0.20330167461562276,1702066597700,LIME
418,pr_firstorder_MeanAbsoluteDeviation_5.476 <= 0.00,0.020607086991751226,1702066597700,LIME
418,pr_firstorder_MeanAbsoluteDeviation_5.2309 <= 0.00,-0.01394124744601433,1702066597700,LIME
418,0.00 < an_pleural_effusion_0.0 <= 1.00,0.013804708798767454,1702066597700,LIME
418,age_54 <= 0.00,-0.004321947568737716,1702066597700,LIME
134,pr_firstorder_MeanAbsoluteDeviation_5.5755 <= 0.00,0.7355204352546924,1702066597700,LIME
134,pr_firstorder_MeanAbsoluteDeviation_6.0265 <= 0.00,0.72674131838822,1702066597700,LIME
134,age_84 <= 0.00,0.6759072601625269,1702066597700,LIME
134,age_75 <= 0.00,0.358166704525585,1702066597700,LIME
134,age_74 <= 0.00,0.31938092020905007,1702066597700,LIME
134,age_67 <= 0.00,0.22276449274883048,1702066597700,LIME
134,pr_firstorder_MeanAbsoluteDeviation_5.5566 <= 0.00,-0.02447762408944603,1702066597700,LIME
134,age_54 <= 0.00,-0.01673293954475812,1702066597700,LIME
134,0.00 < an_pleural_effusion_0.0 <= 1.00,0.013325753992412285,1702066597700,LIME
134,pr_firstorder_MeanAbsoluteDeviation_5.476 <= 0.00,-0.002251830650827649,1702066597700,LIME
240,pr_firstorder_MeanAbsoluteDeviation_6.0265 <= 0.00,0.7648324327974454,1702066597700,LIME
240,age_84 <= 0.00,0.7258034268443644,1702066597700,LIME
240,pr_firstorder_MeanAbsoluteDeviation_5.5755 <= 0.00,0.6737137437336995,1702066597700,LIME
240,age_74 <= 0.00,0.39412787259230486,1702066597700,LIME
240,age_75 <= 0.00,0.37749402716267083,1702066597700,LIME
240,age_67 <= 0.00,0.2194410109716361,1702066597700,LIME
240,pr_firstorder_MeanAbsoluteDeviation_5.2309 <= 0.00,-0.020835968781118343,1702066597700,LIME
240,0.00 < an_pleural_effusion_0.0 <= 1.00,0.015007512860176124,1702066597700,LIME
240,pr_firstorder_MeanAbsoluteDeviation_5.5566 <= 0.00,-0.004608027684908051,1702066597700,LIME
240,an_pleural_effusion_1.0 <= 0.00,0.0008252581468161863,1702066597700,LIME
463,pr_firstorder_MeanAbsoluteDeviation_6.0265 <= 0.00,0.7565564652195662,1702066597700,LIME
463,age_84 <= 0.00,0.6809156599543741,1702066597700,LIME
463,pr_firstorder_MeanAbsoluteDeviation_5.5755 <= 0.00,0.6024419674667404,1702066597700,LIME
463,age_75 <= 0.00,0.442206077309489,1702066597700,LIME
463,age_74 <= 0.00,0.36592373269948925,1702066597700,LIME
463,age_67 <= 0.00,0.2285702699540351,1702066597700,LIME
463,0.00 < an_pleural_effusion_0.0 <= 1.00,0.013426974208663286,1702066597700,LIME
463,age_54 <= 0.00,-0.005647665059301846,1702066597700,LIME
463,pr_firstorder_MeanAbsoluteDeviation_5.2309 <= 0.00,0.0035018106180632527,1702066597700,LIME
463,an_pleural_effusion_1.0 <= 0.00,0.0029504281440286264,1702066597700,LIME
178,pr_firstorder_MeanAbsoluteDeviation_6.0265 <= 0.00,0.7339297598109704,1702066597700,LIME
178,age_84 <= 0.00,0.7009630838739365,1702066597700,LIME
178,pr_firstorder_MeanAbsoluteDeviation_5.5755 <= 0.00,0.6012241935252062,1702066597700,LIME
178,age_75 <= 0.00,0.4306268287446212,1702066597700,LIME
178,age_74 <= 0.00,0.3435578586295575,1702066597700,LIME
178,age_67 <= 0.00,0.256478884806652,1702066597700,LIME
178,pr_firstorder_MeanAbsoluteDeviation_5.2309 <= 0.00,-0.02194248403211243,1702066597700,LIME
178,an_pleural_effusion_0.0 <= 0.00,-0.015467429101216734,1702066597700,LIME
178,pr_firstorder_MeanAbsoluteDeviation_5.5566 <= 0.00,-0.0031750309379709528,1702066597700,LIME
178,pr_firstorder_MeanAbsoluteDeviation_5.476 <= 0.00,-0.0029564173922994805,1702066597700,LIME
939,age_84 <= 0.00,0.6796175479737782,1702066597700,LIME
939,pr_firstorder_MeanAbsoluteDeviation_6.0265 <= 0.00,0.6648931737390872,1702066597700,LIME
939,pr_firstorder_MeanAbsoluteDeviation_5.5755 <= 0.00,0.5058467784458369,1702066597700,LIME
939,age_75 <= 0.00,0.46389639102052044,1702066597700,LIME
939,age_74 <= 0.00,0.405862191154245,1702066597700,LIME
939,age_67 <= 0.00,0.20216010896828024,1702066597700,LIME
939,pr_firstorder_MeanAbsoluteDeviation_5.476 <= 0.00,0.026864084166633283,1702066597700,LIME
939,0.00 < an_pleural_effusion_0.0 <= 1.00,0.015728474658967227,1702066597700,LIME
939,age_54 <= 0.00,-0.0014518301972978559,1702066597700,LIME
939,pr_firstorder_MeanAbsoluteDeviation_5.2309 <= 0.00,0.0008110214095553464,1702066597700,LIME
218,pr_firstorder_MeanAbsoluteDeviation_6.0265 <= 0.00,0.7259839999303339,1702066597700,LIME
218,age_84 <= 0.00,0.6876706641072526,1702066597700,LIME
218,pr_firstorder_MeanAbsoluteDeviation_5.5755 <= 0.00,0.5258442506190195,1702066597700,LIME
218,age_75 <= 0.00,0.4080170252958164,1702066597700,LIME
218,age_74 <= 0.00,0.3656530317937834,1702066597700,LIME
218,age_67 <= 0.00,0.19551904056279137,1702066597700,LIME
218,0.00 < an_pleural_effusion_0.0 <= 1.00,0.012146987248106445,1702066597700,LIME
218,pr_firstorder_MeanAbsoluteDeviation_5.5566 <= 0.00,0.002450519074661793,1702066597700,LIME
218,pr_firstorder_MeanAbsoluteDeviation_5.476 <= 0.00,0.0022744175309984144,1702066597700,LIME
218,age_54 <= 0.00,-0.0017045966572685719,1702066597700,LIME
558,pr_firstorder_MeanAbsoluteDeviation_6.0265 <= 0.00,0.7319070628107063,1702066597700,LIME
558,pr_firstorder_MeanAbsoluteDeviation_5.5755 <= 0.00,0.6841106377639077,1702066597700,LIME
558,age_84 <= 0.00,0.650651644167416,1702066597700,LIME
558,age_74 <= 0.00,0.34522078850586874,1702066597700,LIME
558,age_75 <= 0.00,0.3276783349588431,1702066597700,LIME
558,age_67 <= 0.00,0.276892043325473,1702066597700,LIME
558,pr_firstorder_MeanAbsoluteDeviation_5.476 <= 0.00,-0.024908891569784902,1702066597700,LIME
558,an_pleural_effusion_0.0 <= 0.00,-0.016314140310105255,1702066597700,LIME
558,age_54 <= 0.00,0.00958461844467277,1702066597700,LIME
558,an_pleural_effusion_1.0 > 0.00,0.003291762194058488,1702066597700,LIME
476,pr_firstorder_MeanAbsoluteDeviation_6.0265 <= 0.00,0.7352009582341148,1702066597700,LIME
476,age_84 <= 0.00,0.7066265406904538,1702066597700,LIME
476,pr_firstorder_MeanAbsoluteDeviation_5.5755 <= 0.00,0.6668525238039773,1702066597700,LIME
476,age_75 <= 0.00,0.37763886607251346,1702066597700,LIME
476,age_74 <= 0.00,0.37647693569065166,1702066597700,LIME
476,age_67 <= 0.00,0.221195529025256,1702066597700,LIME
476,pr_firstorder_MeanAbsoluteDeviation_5.476 <= 0.00,0.10320957314167822,1702066597700,LIME
